taxnumberprovider,feature_vector,Cluster
77.600.573-8,"40 kardex metalicos de 4 cajones con llave, de acuerdo a documento adjunto. 41 calidad del servicio, coordinacion permanente y garantia post venta.
responsabilidad y adaptabilidad a las necesidades del mandante.
atte. fe metales spa.
fono:+56965808127. 43 silla administrativa con apoya brazos regulables tapizada en tela color negro.  87 calidad del servicio.  coordinacion permanente y garantia post. 
atte fe metales spa. 
fono:+56965808127.  25 compra cortina roller black out standar medidas 161cm x 190 cm 38 mesa mayo, segun terminos de referencia 22 sillas de escritorio con regulacion de respaldo y asiento, material base en metal, tapiz de tela, brazos ajustables, 41 computador asus vivo aio v241, intel core 13, 8gb ram, 256gb ssd, 23,8"" fhd segun imagen adjunta 25 dispensador toalla palanca tork matic o equivalente 25 sillones reclinables berger",22
77.121.039-2,"33 productos 100% confeccion nacional
entrega 8 dias 11  mantel negro con logo indap. caracteristicas: material poliester anti manchas medidas : 2 x1.8mts- color negro-logo indap estampado frontal de 95x35 cm. 12 cortina roller blackout duo de color beige textura 135cm x 160cm  31 mantel color azul rey de 1,50x2,80  39 cortinas black out cotinas pano tradicional de genero black out 100%  poliester, porcentaje de cobertura de luz 95%, de argollas de color cafe de 4 cm  de diametros, tela sun aut con filtro uv , color azul marino con dedidas de 2.70 x 2.30 metros 15 cortina pvc bano medida 2mt x 1.90 con argollas 12 8 cortina roller duo dia y noche color beige textura lino diferentes medidas 
la instalacion se realizara de lunes a viernes horario am, segun disposicion del cliente
 productos 100% confeccion nacional entrega 4 dias habiles
 33 cenefa acolchada con estampado 2,61 metros de largo x 57 cms de alto con velcro 12 cortina roller blackout duo de color beige textura 128cm x 160cm  34 funda de almohada 50x90 color azul marino, gris u otro color de tonalidad oscura",2
12.116.429-9,"39 bolsas de pead color negro, resistentes de 10 unidades. con stock para despacho en 1 dia 10 bolsas de pebd color negro, envasadas de 5 unidades, con entrega dentro de 3 dias. se adjunta ft del producto 27 pecheras plasticas desechables, con mangas largas, cuello ajustado, ojalpara dedo pulgar y amarras laterales. envasadas por unidad, con stock para entrega en 1 dia 24 bolsas de pead, color negro, envasadas de 10 unidades. con entrega en 2 dias 24 bolsa plasticas aseo para carga pesada de 90 x 120 cms., de 10 unidades c/u, 80 micrones, subir anexo tecnico e indicar plazo de entrega, requerimientos de  caracter obligatorio 10 pechera desechable larga cod. 34790 17 
bolsa basura 70 x 90. paquete x 10 unidades. 38 200 paquetes de 10 unidades bolsa basura amarilla 50*70 (debe subir ficha o imagen del producto ofertado) 41 bolsas de pebd color negro, 90 x 110 x 0,050 envasadas de 10 unidades. con stock para despacho en 1 dia. se adjunta ficha tecnica 12 manga o bobina de esterilizacion de 25 cm por 100 a 200 metros de extension, con o sin fuelle. adjuntar ficha tecnica.

",15
77.616.791-6,"50 galletas nutra bien avena manzana 175 gr 21 se adjunta cotizacion y detalle de lo ofertado. la entrega se realiza en 1 dia habil una vez aceptada la orden de compra. contacto pedro sanchez fono 976492816 correo pedro.snchezvalderrama@gmail.com. 41 se adjunta cotizacion y detalle de lo ofertado. la entrega se realiza en 1 dia habil una vez aceptada la orden de compra. contacto pedro sanchez fono 976492816 correo pedro.snchezvalderrama@gmail.com 17 se adjunta cotizacion y detalle de lo ofertado. la entrega se realiza en 1 dia habil una vez aceptada la orden de compra. contacto pedro sanchez fono 976492816 correo pedro.snchezvalderrama@gmail.com 50 galleta costa soda light 180 gr 50 se adjunta cotizacion y detalle de lo ofertado. la entrega se realiza en 1 dia habil una vez aceptada la orden de compra. contacto pedro sanchez fono 976492816 correo pedro.snchezvalderrama@gmail.com 56 colaciones  envasadas que contengan = sandwich de jamon acaramelado de cerdo - queso chanco - mantequilla - jugo individual de 200 ml  equivalente a andina del valle.  38 se adjunta cotizacion y detalle de lo ofertado. la entrega se realiza en 1 dia habil una vez aceptada la orden de compra. contacto pedro sanchez fono 976492816 correo pedro.snchezvalderrama@gmail.com 38 granola avena, miel y pasas, caja de 342 grs., de acuerdo a requerimientos de ficha tecnica adjunta 48 compra de abarrotes /productos indicados en anexo ndeg5 /se dara preferencia el oferente que postule por la totalidad de los productos /direccion de entrega: morande 441 santiago centro /indicar en la factura detalle de cada producto /cotizacion en formato pdf /proveedor indicar telefono de contacto.",1
77.097.665-0,"27 monitor lenovo modelo c24-20 41 listado de otras maquinas y equipos para talleres de emprendimiento femenino, segun listado adjunto. 38 disco duro video vigilancia 6tb purple. despacho gratis. entrega 1-3 dias habiles una vez recepcionada oc.. paulina vergara cel:957350300, comercialfyh.spa@gmail.com 27 botin edelbrock ed 205, numero a confirmar. despacho gratis. entrega1-2 dias habiles una vez recepcionada oc. paulina vergara cel:957350300, comercialfyh.spa@gmail.com 30 se oferta productos. despacho gratis. entrega 2-3 dias habiles una vez recepcionada oc. paulina vergara cel:957350300, comercialfyh.spa@gmail.com
 44 televisor led lg 40 pulgadas full hd smart tv

 30 unidad ssd 500gb sata3 2.5"" blue wd 30 se oferta productos. despacho gratis. entrega 2-3 dias habiles una vez recepcionada oc. paulina vergara h cel:957350300.comercialfyh.spa@gmail.com 40 camara de seguridad ezviz outpro (c3tn 3mp) con resolucion de 3mp vision nocturna incluida blanca y microfono. despacho gratis. entrega 3-4 dias habiles una vez recepcionada oc. paulina vergara, cel 957350300 comercialfyh.spa@gmail.com 44 impresora tinta epson ecotank l121 ",27
10.025.673-8,"12 televisor smart tv, tamano pantalla: 43"", tecnologia tipo led, definicion pantalla 4k ultra hd o similar, con entradas hdmi (minimo 2), conectividad wifi y bluetooth, entrada usb. 12 tazas de te con su respectivo platillo. material loza/porcelana color blanco, diseno liso  24 microfono tipo lavalier inalambrico compatible con iphone 12 despacho 5 ds  83 despacho 9 marzo a pedido  marcas maigas 12 bandejas de bamboo 45 x 30 cm 48 despacho 5 ds 24 hervidor electrico y frigobar 85 televisor, soporte e instalacion de acuerdo al archivo adjunto 56 smart tv
debe ser compatible con appletv,  wifi direct,  y streaming desde windows
de 43 a 49 pulgadas
debe ser fullhd o 4k
modelo referencial ejemplo led samsung 43"" au7090 4k uhd smart, samsung led 43"" bu8000 crystal uhd,  lg 43uq7500
se solicita enviar propuesta con imagenes y ficha tecnica, para gestionar la evaluacion. (obligatorio)
",22
6.797.573-1,"55 agujas para inflar balones de futbol 36 banda elastica tubular espalda medium 2080 x 4.5 x 3.2 cm color morado. tipo muuk o equivalente 12 banda elastica resistencia alta: sirve para el entrenamiento fisico con forma alargada. fabricadas con un material elastico, generalmente latex o caucho. 36 
balones molten bv (beach voley) 5000, tamano 5 34 se adjunta planilla excel con insumos necesarios para la implementacion de materiales para un adecuado desarrollo de las jornadas de actividad fisica del programa mas adultos mayores autovalentes rinconada. adjuntar planilla con valores netos y cotizacion. ofertar el valor total neto de la propuesta 30 tallimetro portatil mecanico (marca de referencia modelo 213 seca) 51 balon marca molten modelo v5m 4500 pelota de voleibol profesional costuras vulcanizada, sin costuras superficie lisa cubierta composite pu ultra 35 paletas ping pong segun anexo adjunto 30 cotizacion segun documento adjunto. entrega en 3 a 5 dias. flete incluido. 12 60 balones de futbol no4 marca train (favor cotizar productos de acuerdo al archivo adjunto).",28
77.167.509-3,"10 apoya muneca para teclado 45 cms. 43 despacho gratis en 3 dias habiles. 
cotiza: ivan acuna 
fono: 967216083 
mail. todoofficespa@gmail.com 15 *	cuatro (4) discos duros externos superior o equivalente a 2tb, velocidad de lectura superior o equivalente a 3.0 - ver anexo adjunto con la descripciones tecnicas. 43 pano esponja limpiador de bano 43 lysoform original 43 basurero para bano 30 despacho  en 3 dias habiles 
cotiza: ivan acuna 
fono: 967216083 
mail. todoofficespa@gmail.com 23 despacho gratis en 3 dias habiles. 
cotizacion no reserva stock 
cotiza: ivan acuna 
fono: 967216083 
mail. todoofficespa@gmail.com 45 unidad ssd 500gb ,sata3 2.5"", lectura 540 mb/s, crucial bx500 49 unidad de estado solido wd blue sn570, 500 gb nvme m.2",10
76.855.435-8,"41 entrega inmediata. 23 4 banquetas de polipropileno de 5 cuerpos color gris o negro se adjunta modelo enviar cotizacion formal e imagen de lo solicitado 24 mueble 6: mueble aereo con melamina negra de 18 mm. trasera de 18 mm color negro. tapacanto color negro grosor 1mm, dos puertas correderas color peral. incluir chapa boton en ambas puertas y tiradores (tirador holanda 128mm color negro). incluir instalacion a muro. para medidas, revisar imagenes adjuntas.  23 de envian semi armadas embaladas. 17 silla universitaria / (revisar memo ndeg163)
 24 se entrega armado e instalado 38 se requiere adquirir 1 escritorio segun imagen adjunta 24 escritorio de oficina recto para atencion a publico de acuerdo a las siguientes especificaciones: cubierta color cafe claro y base beige, en material melanina, medidas minimas: largo 99cm, ancho 69cm, alto 73cm. 38 sillon tipo sitial eco cuero (segun imagen referencial adjunta) 24 adquisicion de 4 estantes para escuela el manio , financiamiento ley sep ( adjuntar cotizacion detallada de lo requerido en bases tecnicas )",29
76.283.577-0,"13 tinta original brother serie 1060 23 impresora laser monocromatica con wifi, igual o similar a brother hl-1212w,segun caracteristicas adjuntas 27 impresora laser similar a hp modelo 107w 56 brother mfp laser color
modelo: mfcl8900cdw
31ppm/dupl/red/wifi/adf
dimensiones: 49,5 ancho x 52,6 prof. x 54,9 alt. (cms) 41  impresoras brother hl-1212w. incluir despacho 32 impresora multifuncional con scanner  42 impresora brother hl1212w 23 impresora multifuncional, segun bases tecnicas 43 dos impresoras monocromaticas para el departamento de transito y patentes  26 toner tn-1060",16
77.321.508-1,"47 despacho incluido en 1 o 2 dias luego de aceptada la oc.
contacto@serviciosjyg.cl
 57 despacho incluido en 1 o 2 dias luego de aceptada la oc.
contacto@serviciosjyg.cl
 36 recarga de agua purificada de 20 litros (bidones en prestamo, por devolver a proveedor segun consumo) 24 despacho incluido en 1 o 2 dias luego de aceptada la oc.
contacto@serviciosjyg.cl
 10 recarga de bidones de agua purificada 20 litros 10 
despacho incluido en 24 hrs luego de aceptada la oc.
contacto@serviciosjyg.cl

 36 bidones con agua. 20 lts 54 se solicita cotizar 200 bidones de agua purificada (recarga), con despacho coordinado segun se requiera. 10 31-001-700-021-00 agua purificada sin gas 500cc 22 agua purificada en bidones de 20 litros con entrega parcializada a requerimiento.",7
77.016.108-8,"10 compra de dos (2) access point ubiquiti dual-band poe ac1200 ap-ac-lite, segun detalle adjunto 33 placa madre msi 820m. 64 tintas epson 504 magenta  64 cable de audio auxiliar 3.5mm 1 x 1 55 oferta segun archivo adjunto 10 respaldo lumbar 26 oferta segun archivo adjunto 55 kit teclado y mouse inalambrico logitech mk220 o similar. 21 teclado y mouse tipo  logitechinalambrico y funciona con pilas. contiene teclado numerico.  tecla plana.
con conector usb. medidas: 39,37cm de ancho, 13,49cm de alto y 3,17cm de profundidad.
 22 teclado mecanico tipo k835 tkl logitech",22
77.055.754-2,"57 adquisicion de 2 dispensadores de agua pedestal para el campus san felipe de la universidad de valparaiso (leer terminos de referencia adjunto ) las ofertas deben incorporar garantia y despacho en el campus san felipe de la universidad de valparaiso, ubicado en pasaje la troya esquina el convento san felipe. 35 vasos de polipapel 6oz bebida fria 27 tenemos el agrado de enviar propuesta detallada
entrega de los productos se realiza al dia siguiente de recibida la oc 
no hay costo por envio de productos 
garantia de productos de 6 meses 57 tenemos el agrado de enviar propuesta detallada con caracteristicas de los dispensadores
se ofrece dispensador de pedestal con compresor
entrega al dia siguiente de recibida oc
no hay costo por envio de productos
garantia de 6 meses 26 tenemos agrado de ofrecer vasos blancos de polipapel de 8oz
entrega al dia siguiente de recibida la oc
no hay costo por envio de productos 17 agua bidestilada 5 litros 24 tenemos agrado de enviar propuesta detallada
no hay costos de envio
entrega se realiza al dia siguiente de recibida oc
se adjunta resolucion minsal y certificado de calidad 28 tenemos agrado de enviar propuesta segun lo requerido en compra agil
se considera 10 entregas (1 por mes) sin costo
entrega al dia siguiente de recibida oc
garantia de 6 meses para dispensadores
se adjunta resolucion minsal y certificado de calidad 24 vasos desechables de polipapel. segun ficha tecnica adjunta. 54 se solicita cotizar 200 bidones de agua purificada (recarga), con despacho coordinado segun se requiera.",17
76.038.974-9,"36 fonendoscopio littmann classic iii gris smoke 5873  10 inscrito en chile proovedores, duracion cotizacion 15 dias, despacho 72 horas, flete incluido, se adjuntan ficha tecnicas de producto. monto minimo despacho $80.000 neto, vendedor encargado humberto munoz constancio contacto - 22 9023040     ivmedical spa 17 cajas de tiras reactivas glicemia glucometro accu-check instant de 50 unidades o equivalente a la marca 10 204-0025	fonendoscopio plano x ud
 32 tela micropore blanca 2,5 cm x 9,1 mts, caja 12 unidades. 73 inscrito en chile proovedores, duracion cotizacion 15 dias, despacho 72 horas, flete incluido, se adjuntan ficha tecnicas de producto. monto minimo despacho $80.000 neto, vendedor encargado humberto munoz constancio contacto - 22 9023040     ivmedical spa 24 inscrito en chile proovedores, duracion cotizacion 15 dias, despacho 72 horas, flete incluido, se adjuntan ficha tecnicas de producto. monto minimo despacho $80.000 neto, vendedor encargado humberto munoz constancio contacto - 22 9023040     ivmedical spa 15 gel transductor para ecografia, tubo 250 g con aplicador, 250 g, color celeste 15 (346-0076) oximetro de pulso 64 inscrito en chile proovedores, duracion cotizacion 15 dias, despacho 72 horas, flete incluido, se adjuntan ficha tecnicas de producto. monto minimo despacho $80.000 neto, vendedor encargado humberto munoz constancio contacto - 22 9023040     ivmedical spa",23
77.537.308-3,"35 smart tv 55 pulgadas y soporte tv.ver ficha tecnica adjunta.entrega 5 dias. 83 refrigerador midea 252 lts.ver ficha tecnica adjunta.entrega 5 dias. 30 unidad  lavadora automatica de 21 kilos, tambor de acero inoxidable, sistema anti pelusas, panel digital.- 36 -procesador: intel core i5 o
amd ryzen 5
-ram: 8gb
-almacenamiento: 512 ssd
-sistema operativo: windows
10 pro / windows 11
 30 secadora de ropa, capacidad 16 kilo, panel digital, programa sanitizado, con 4 programas de secado con filtro de atrapa pelusas. 27 horno microhonda 34 11 smart tv 50 pulgadas y refrigerador 46 la direccion del trabajo, requiere adquirir 05 televisores led de 32"" para ser habilitadas en inspecciones del trabajo a lo largo del pais. 83 refrigerador 252 lts freezer superior/refrigerador inferior, conforme a especificaciones adjuntas  37 notebook con las siguientes especificaciones:
intel corei5 o similar
8gb ram o similar
256gb ssd o similar
14 pulgadas o similar.",22
76.821.822-6,"10 
set de nefrostomia percutanea cateter 14 fr 10 110023943 cateter dialisis tunelizado palindrome 19.5 cm x 14.5 fr.

 10 cateter tunelizado para hemodialisis de 15.5fr x 19cm punta a cuff, kit completo de instalacion, punta tipo ""s"", duramax bioflo, angiodynamics, procedencia usa, empaque unitario esteril, despacho inmediato 24hrs de recepcion de orden de compra. 53 *cateter de dialisis bio flo dura max 24/19 cm marca angiodynamics, 
*cateter de dialisis bio flo dura max 28/23 cm marca angiodynamics, 
cateter de dialisis bio flo dura max 32/27 cm marca angiodynamics

despacho inmediato cto rene caceres s 9-81856938 13 cateter tunelizado para dialisis 15.5fr x 19cm de punta a cuff, duramax bioflo, procedencia usa, empaque unitario esteril, despacho inmediato 24hrs de recepcion de orden de compra. 77 ins000512 cateter hemodialisis permamente 28fr 10 vas010028	cateter vertebral 5 fr x 100 cm
 10 set drenaje nefrostomia percutanea ulcs 10fr-30cm 13 alambre guia teflonada 0,35 punta j 260 cm ref; kdl, merit medical, biometrix, boston scientific, atem	 10 cateter hemodialisis tunelizado no 19 similar o equivalente a palindrome",28
11.296.884-9,"29 galvano vidrio con placa dorada full color. entrega tres dias 48 medallas de bronce 5 cm con cinta azul. grabadas. 33 galvano de reconocimiento, ver en documentos anexos especificaciones tecnicas. 41 galvano vidrio 17 cm. medallas 50 mm con logo , cinta y grabado. copa de 40 cm. entrega 1 dia 34 galvano cristal de 17 cm de alto, con grabado laser y caja incluida. entrega 1 dia 48 medallas plateadas 5 cm con cinta azul. grabadas. 11 14 medallas grabadas con logo institucional plata.
14 medallas grabadas con logo institucional bronce.
14 medallas grabadas con logo institucional oro. 56 galvano 22x24cm + caja, reconocimiento trayectoria (se adjunta modelo solicitante) 35 galvanos madera 15*20 con grabado laser, entrega 2 dias 10 galvano de acrilico  color y madera, medidas aprox de 14 cms. de base  x 25 cms. alto,  ",20
77.660.227-2,"22 galletas triton 24 endulzante liquido stevia de 400 ml 22 vasos plasticos 22 agua mineral 1,5 litros 21 
te en bolsa supremo 100 bolsas 21 azucar granulada tradicional 1kl. 43 entrega 24 hrs, posterior recepcion oc. 

se entregan en una bolsa de papel transparente y envuelta en papel la fruta.  60 9250007	cabestrillo de brazo talla m
 48 se cotiza producto requerido, entrega en 48 hrs posterior recepcion oc.  43 adquisicion colaciones que contengan: 50 cajas de jugo 200 cc, watts o similar. 50 barras de cereal 108 gr cereal bar costa o similar, sabores, 50 frutas, platano durazno o manzana.",23
80.202.000-7,"62 agorex 60		 27 escobillon tipo municipal 17 buzos protectores talla s-m 24 postes sulfatados de 6 metros por 6 pulgadas de diametro

 27 cia maderera chacabuco ltda rut: 80.202.000-7
atte: alberto martinez movil 971667130  fijo 32-2212666
correo: maderas-chacabuco@tie.cl
cc          : altomarchacabuco@hotmail.com 10 cia maderera chacabuco ltda rut: 80.202.000-7
atte: alberto martinez movil 971667130  fijo 32-2212666
correo: maderas-chacabuco@tie.cl
cc          : altomarchacabuco@hotmail.com 83 cia maderera chacabuco ltda  rut: 80.202.000-7
atte: alberto martinez  movil 971667130  fijo 32-2212666
correo: maderas-chacabuco@tie.cl
cc          : altomarchacabuco@hotmail.com 83 candado bash 50 mm con gancho 22 basureros de plastico de 30 litros con tapa vaiven 
ancho: 33 cm
alto: 55 cm
largo: 27 cm 49 pinza para toma tierra soldar 500 amperes",16
80.621.200-8,"10 thyrozol 10 mg -tiamazol- caja x 50 comp. recubiertos _ rep. isp f-7023.20 _ fecha venc. 30-11-2025 _ despacho dentro de 3 dias habiles_ monto minimo facturacion $250.000 pesos netos_ flete incluido. 30 bisoprolol 2.5 mg caja x 30 comprimidos. adjuntar resolucion sanitaria del producto y vencimiento mayor a 12 meses. 10 50-214-600-015-00 tiamazol 10mg cmp
 51 metformina 500 mg liberacion prolongada caja x 30 comprimidos similar a glafornil xr 11 pack de 10 barras agitadoras magneticas ptf con forma cilindrica  25 mm longitud equivalente a catalogo brand 137120 14 cotizacion no.: 4011608209 del 02.03.2023 valida hasta 02.06.2023
flete incluido 10 amoniaco p.a min.25% botella plastica blanca 1 lts (lt $10.500,00) reactivo para analisis 20 2140149	levotiroxina sodica 100 ug comprimido
 52 erbitux 5mgml -cetuximab- frasco ampolla 20ml. producto requiere cadena de frio_registro isp b-2350.18, fecha de vencimiento 30-04-2026_ entrega en santiago dentro de 2 dias habiles, flete incluido_ monto minimo de facturacion $250.000 36 eutirox comprimidos 112 mcg (levotiroxina sodica)-   caja x 50 comprimidos _ reg. isp f-20859.19 _ fecha venc. 30-01-2025 _ despacho dentro de 3 dias habiles _ monto minimo facturacion $250.000 pesos netos.",6
14.316.586-8,"27 zapatilla dama talla 39 27  red de futbol, segun terminos de requerimiento adjuntos 27 se adjunta cotizacion y descripcion del producto. plazo de entrega 5 dias.- 55 contenedor de basura con tapa 360 litros 27 zapatilla varon talla 41 10 banda elastica 45 metros. ancho 15 centimetros, color azul. 31 traje de bano natacion mujer con pierna color negro o azul marino talla l (sin dibujos o estampados) 27 zapatilla dama talla 40 55 balones de futsal 30 3      mesas de ping pong profesional con red
",9
77.471.359-K,37 pack de nectar  sabor multifrutilla 0% azucar  36 agua mineral de 500ml con gas (equivalente a cachantun) 42 agua mineral sin gas de 500cc. 24 entrega en 2 dias 27 entrega en 3 dias 31 chapsui congelado 15 cotizar segun detalle adjunto  42 barra de cereal sin azucar anadida de 15 a 20 grs. 48 cafe sachet nescafe 1.8 grs caja 180 unidades 48 jugo watts 1.5 lts durazno,23
77.569.135-2,"18 se adjunta cotizacion e imagenes/informacion de los productos.  entrega de 3 a 4 dias habiles en la direccion indicada. 76 
pizarras de plumon color blanco 30x40 cm  18 cuchillo cocinero 25 cm. 35 paletas ping pong segun anexo adjunto 10 adquisicion de cloro gel 900 ml. 10 se adjunta cotizacion e imagen referencial del producto.  entrega de 3 a 5 dias habiles en la direccion indicada. 12 se requiere dispensador de pedestal para bidon de agua. puede ser agua solo fria o fria y caliente. 10 combo kit teclado y mouse cableado logitech mk120 - espanol 88 botiquines. 18 cuchillos de serrucho",8
76.018.782-8,"16 bloqueador solar factor 50 de 120 ml, se adjunta archivo. 17 dormonid 5 mg/5 ml  - midazolam 5 mg/5 ml (10 ampollas x estuche), stock disponible para despacho inmediato. plazo de entrega: de 2 dias recepcionada la oc. valor neto por ampolla. flete de cargo del proveedor. registro isp f-4160, vence enero 2026. 16 irazem 10, comprimidos 10 mg - aripiprazol 10mg. 30 comprimidos por caja. registro isp : f-18653. entrega: 48 a 72 horas 73 3000 apiriprazol 10 mg comprimidos	fecha de vencimiento no menor a 1 ano con sello que asegure inviolabilidad- flete a cargo del vendedor
 21 midazolam 50mg 710 ml ampolla 10 511-0978   montelukast 4 mg 40 tibolona cm 2,5 mg 47 invictus comprimidos recubiertos 5 mg - tadafilo 5mg x caja de 28 comprimidos, stock disponible para despacho. plazo de entrega: de 2 a 3 dias recepcionada la oc. valor neto por caja. flete de cargo del proveedor. registro isp f-25251. vencimiento: juni 11 piridostigmina (mestinon) 10 mometasona furoato inhalador nasal 50 mcgr 120 dosis marca pluster, 
envase 1 frasco spray inh. nasal con sello que asegura inviolabilidad del contenido. 
flete cargo proveedor. vence: 31-12-2025
",6
77.660.314-7,"51 estimada catalina, adjunto cotizacion y ficha de especificaciones tecnicas, el despacho se realiza entre 1 y 2 dias habiles despues de haber recibido la oc, ademas en rm es gratis. quedo atento ante cualquier consulta. slds 26 estimada yanira, adjunto cotizacion y ficha de especificaciones tecnicas, el despacho se realiza entre 1 y 2 dias habiles despues de haber recibido la oc, ademas en rm es gratis. quedo a su disposicion por cualquier consulta. slds 16 escritorios para oficina 23 estimado juan, adjunto cotizacion y ficha de especificaciones tecnicas, el despacho se realiza entre 3 y 4 dias habiles despues de recibir la oc, en rm es gratis. quedo atento ante cualquier consulta. slds. 38 sillon tipo sitial eco cuero (segun imagen referencial adjunta) 32 estimado fernando, adjunto cotizacion y ficha de especificaciones tecnicas de la silla, el despacho se realiza entre 2 y 3 dias habiles despues de recibir la oc, y en rm es gratis. quedo atento ante cualquier consulta. slds 23 adquisicion led 60"" 4 k ultra hd smart tv.  entrada hdmi, conexion bluetooh, conexion wifi. 24 adquisicion de sillas - se adjunta formato detallado, subir cotizacion e indicar plazo de entrega. 17 estimado juan carlos, adjunto cotizacion y ficha de especificaciones tecnicas de las sillas, se entregan armadas, el despacho se realiza en 3 dias habiles despues de haber recibido la oc, ademas en rm es gratis. quedo atento ante cualquier consulta. slds. 38 estacion de trabajo curva en l 2 cajones + 1 kardex  (segun imagen referencial adjunta)  alto  75 cm; ancho 140 cm; profundidad/fondo 140 cm; material melamina 25 y 18 mm. color caoba +negro.",1
76.718.730-0,"54 tintas gt 52 (amarillo). 41 delantales azul pack 2 unidades / upteck 41 red volleyball torpedo  41 cuerda para saltar crossfit deporte  41 2 dias una vez aceptada la oeden de compra
 41 escobillones similar virutex 37 se solicita 1 caja de sacapuntas equivalente a maped boogy 37 pizarra acrilica blanca de 80 x 120 cm 
 54 lapices mina de madera. 10 pano absorvente spngy",0
76.008.058-6,"31 arnes desmalezadora orilladora profesional 3 35 material disponible tienda
despacho sin costo 
en 24 hrs una vez aceptada oc 
contacto 930733036 38 cuerda plastico trenzada de 6mm x 7kl 27 escobillon tipo municipal 27 material disponible 
despacho sin costo 
en 24 hrs una vez aceptada oc  31 material disponible
despacho sin costo 
en 24 hrs una vez aceptada oc   10 material disponible
despacho sin costo
en 24 hrs una vez aceptada oc   29 lustra muebles en crema virginia o equivalente botella de 250 ml  35 red saca hojas para piscina 49 arena fina 25 kilos",23
17.123.541-3,"53 espatulas para oleo (variedad tamanos)  18 bastidores de madera 30 x 40 18 materiales segun solicitud tiempo de entrega 3 dias valor incluye despacho 53 tabla stand up paddle 18 poleras deportivas blancas talla xl 63 atril de madera de 1.70 de altura aprox.  43 cloro gel formato de 1 litro 53 toallas micro fibra 24 20 pares de mancuerna acuaticas flotador goma eva 27x15x15 cm de 1 kg impermeables. 43 talco para pies,antimicotico  (no mentolado) formato 100 grs",14
77.527.022-5,"27 maquina hidrolavadora, similar o equivalente, power pro ip - 1800g 180 bar 4100 w 16 aspiradora seco/ humedo electrico 1100w 25l 26 abrillantadora industrial azul 17"" que incluya rodillos, para realizar lavado profesional de pisos, abrillantado de superficies con aplicacion de ceras y lavado de alfombras. se adjunta foto referencial  24 garantia 1 ano.
despacho incluido. 36 hidrolavadora 1600 w presion maxima 120 bar, caudal de agua 5,5i/min,  220 v - 240 v, frecuncia 50hz - /60 hz corriente electrica 38 14 carro porta utiles de aseo con tapa (multiservicio).
diseno liviano de facil maniobralidad en espacios reducidos
capacidad: 120 litros
material: plastico de alto impacto
ruedas: plasticas
colores: carro gris o  negro /bolsa amarilla
dimensiones:
alto: 113 cm
frente: 96 cm
fondo: 51 cm
despacho: debe ser de cargo del proveedor
 a direccion: diego portales #625,  santa cruz
 32 aspiradora de polvos, liquidos y sopla 1000w 23 garantia 1 ano.
despacho gratuito en 1 dia.  25 abrillantadora industrial de 13 pulgadas 190 rpm (anexo 01) 24 garantia 1 ano.
despacho incluido 5 dias.
",25
76.111.152-3,"10 hamburguesa 100/150 grs. por unidad; despachos parciales 1 vez a la semana 14 despachos de lunes a viernes sin costo. coordinacion segun solicitud.
contacto valeria sepulveda +56988041557. 11 sopa de carne con caracolitos  formato kilo macrofood 12 azucar blanca granulada 1 kilogramo 14 palmito rodaja de 800 grs. 14 salsa tomate concentrado, galon 3 kilos
 10 cafe instantaneo tradicion 170 gramos 14 precios indicados netos y con impuesto incluido.  despacho sin costo de lunes a sabido segun solicitud. 11 despachos de lunes a viernes segun solicitud. contacto valeria sepulveda +56988041557 14 crema de leche, envase 1 litro
",0
13.137.595-6,"33 limpiador de bano con gatillo de 500 cm  40 amoniacloro x 5 litros  39 escobillones dona clorinda y otros materiales de aseo, para la escuela diego portales segun cantidad y caracteristicas en documento anexo.  44 limpiador en crema (tipo cif) microparticulas 750 ml, pack de 12 unidades. 33 plazo de entrega 2 dias, despacho gratuito contacto 9959873057 33 toallitas desinfectantes  12 escobillon 10 esponja abrasiva (verde) 45 materiales de aseo para escuela guardia marina de coihueco - ofertar el total de los productos - incluir costo de despacho  33 plazo de entrega 2 dias, despacho gratuito, contacto 995983057",8
77.691.427-4,"11 leche individual descremada sabor frutilla, 200 cc 17 se ingresa cotizacion de acuerdo a lo solicitado. contacto +56947433973 56 colaciones  envasadas que contengan = sandwich de jamon acaramelado de cerdo - queso chanco - mantequilla - jugo individual de 200 ml  equivalente a andina del valle.  24 se ingresa valor de acuerdo a lo solicitado. comtacto +56947433973 24 brownie  de 62 grs c/u 27 segun anexo tecnico 24 jugos individuales, sin azucar tipo vivo , 200 cc c/u 49 bocados frios brochetas vegetarianas de carne/pollo. canapes vegetarianos y normales.
bocados calientes mini burguers, empanaditas veganas y carne/pollo. quiches vegetarianos veganos y normales
bocados dulces brochetas de frutas y propuesta saludable.
bebestibles jugos naturales, agua saborizadas, agua con y sin gas. 12 pedido 2673 - galletas y leche (g428) 24 
adquisicion de colaciones para feria del libro ""seamos comunidad"", para biblioteca municipal, financiamiento dem (adjuntar cotizacion detallada de lo requerido en las bases tecnicas)",27
